duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0.0,tcp,rdp,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1.0,1.0,0.0,0.0,0.033333,0.966667,0.0,30,1,0.033333,0.966667,0.333333,0.0,1.0,1.0,0.0,0.0
0.0,tcp,smtp,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1.0,1.0,0.0,0.0,0.032258,0.967742,0.0,31,1,0.032258,0.967742,0.354839,0.0,1.0,1.0,0.0,0.0
0.0,tcp,msrpc,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1.0,1.0,0.0,0.0,0.03125,0.96875,0.0,32,1,0.03125,0.96875,0.375,0.0,1.0,1.0,0.0,0.0
0.0,tcp,telnet,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1.0,1.0,0.0,0.0,0.030303,0.969697,0.0,33,1,0.030303,0.969697,0.393939,0.0,1.0,1.0,0.0,0.0
0.0,tcp,mysql,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1.0,1.0,0.0,0.0,0.029412,0.970588,0.0,34,1,0.029412,0.970588,0.411765,0.0,1.0,1.0,0.0,0.0
0.0,tcp,https,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1.0,1.0,0.0,0.0,0.028571,0.971429,0.0,35,1,0.028571,0.971429,0.428571,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,1.0,1.0,0.0,0.0,0.194444,0.805556,0.0,36,7,0.194444,0.805556,0.444444,0.0,1.0,1.0,0.0,0.0
0.0,tcp,ftp,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,1.0,1.0,0.0,0.0,0.027027,0.972973,0.0,37,1,0.027027,0.972973,0.459459,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,1.0,1.0,0.0,0.0,0.210526,0.789474,0.0,38,8,0.210526,0.789474,0.473684,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,1.0,1.0,0.0,0.0,0.230769,0.769231,0.0,39,9,0.230769,0.769231,0.487179,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,1.0,1.0,0.0,0.0,0.25,0.75,0.0,40,10,0.25,0.75,0.5,0.0,1.0,1.0,0.0,0.0
0.0,tcp,pop3s,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,41,0,0.0,1.0,0.512195,0.0,1.0,0.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,11,1.0,1.0,0.0,0.0,0.261905,0.738095,0.0,42,11,0.261905,0.738095,0.52381,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,12,1.0,1.0,0.0,0.0,0.27907,0.72093,0.0,43,12,0.27907,0.72093,0.534884,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13,1.0,1.0,0.0,0.0,0.295455,0.704545,0.0,44,13,0.295455,0.704545,0.545455,0.0,1.0,1.0,0.0,0.0
0.0,tcp,auth,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,45,0,0.0,1.0,0.555556,0.0,1.0,0.0,0.0,0.0
0.0,tcp,imap,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46,0,0.0,1.0,0.565217,0.0,1.0,0.0,0.0,0.0
0.0,tcp,http,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47,0,0.0,1.0,0.574468,0.0,1.0,0.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,1.0,1.0,0.0,0.0,0.291667,0.708333,0.0,48,14,0.291667,0.708333,0.583333,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15,1.0,1.0,0.0,0.0,0.306122,0.693878,0.0,49,15,0.306122,0.693878,0.591837,0.0,1.0,1.0,0.0,0.0
0.0,tcp,pop3s,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1.0,1.0,0.0,0.0,0.02,0.98,0.0,50,1,0.02,0.98,0.4,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,1.0,1.0,0.0,0.0,0.313725,0.686275,0.0,51,16,0.313725,0.686275,0.411765,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,17,1.0,1.0,0.0,0.0,0.326923,0.673077,0.0,52,17,0.326923,0.673077,0.423077,0.0,1.0,1.0,0.0,0.0
0.0,tcp,imap,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1.0,1.0,0.0,0.0,0.018868,0.981132,0.0,53,1,0.018868,0.981132,0.433962,0.0,1.0,1.0,0.0,0.0
0.0,tcp,auth,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,1.0,1.0,0.0,0.0,0.018519,0.981481,0.0,54,1,0.018519,0.981481,0.444444,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,18,1.0,1.0,0.0,0.0,0.327273,0.672727,0.0,55,18,0.327273,0.672727,0.454545,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,19,1.0,1.0,0.0,0.0,0.339286,0.660714,0.0,56,19,0.339286,0.660714,0.464286,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,20,1.0,1.0,0.0,0.0,0.350877,0.649123,0.0,57,20,0.350877,0.649123,0.473684,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,21,1.0,1.0,0.0,0.0,0.362069,0.637931,0.0,58,21,0.362069,0.637931,0.482759,0.0,1.0,1.0,0.0,0.0
0.0,tcp,http,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,1.0,1.0,0.0,0.0,0.016949,0.983051,0.0,59,1,0.016949,0.983051,0.491525,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,22,1.0,1.0,0.0,0.0,0.366667,0.633333,0.0,60,22,0.366667,0.633333,0.5,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,23,1.0,1.0,0.0,0.0,0.377049,0.622951,0.0,61,23,0.377049,0.622951,0.508197,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,24,1.0,1.0,0.0,0.0,0.387097,0.612903,0.0,62,24,0.387097,0.612903,0.516129,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,25,1.0,1.0,0.0,0.0,0.396825,0.603175,0.0,63,25,0.396825,0.603175,0.52381,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,26,1.0,1.0,0.0,0.0,0.40625,0.59375,0.0,64,26,0.40625,0.59375,0.53125,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,27,1.0,1.0,0.0,0.0,0.415385,0.584615,0.0,65,27,0.415385,0.584615,0.538462,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,28,1.0,1.0,0.0,0.0,0.424242,0.575758,0.0,66,28,0.424242,0.575758,0.545455,0.0,1.0,1.0,0.0,0.0
0.0,tcp,oracle,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,67,0,0.0,1.0,0.552239,0.0,1.0,0.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,29,1.0,1.0,0.0,0.0,0.426471,0.573529,0.0,68,29,0.426471,0.573529,0.558824,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,30,1.0,1.0,0.0,0.0,0.434783,0.565217,0.0,69,30,0.434783,0.565217,0.565217,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,31,1.0,1.0,0.0,0.0,0.442857,0.557143,0.0,70,31,0.442857,0.557143,0.428571,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,32,1.0,1.0,0.0,0.0,0.450704,0.549296,0.0,71,32,0.450704,0.549296,0.43662,0.0,1.0,1.0,0.0,0.0
0.0,tcp,oracle,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,1.0,1.0,0.0,0.0,0.013889,0.986111,0.0,72,1,0.013889,0.986111,0.444444,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,33,1.0,1.0,0.0,0.0,0.452055,0.547945,0.0,73,33,0.452055,0.547945,0.452055,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,34,1.0,1.0,0.0,0.0,0.459459,0.540541,0.0,74,34,0.459459,0.540541,0.459459,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,35,1.0,1.0,0.0,0.0,0.466667,0.533333,0.0,75,35,0.466667,0.533333,0.466667,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,36,1.0,1.0,0.0,0.0,0.473684,0.526316,0.0,76,36,0.473684,0.526316,0.473684,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,37,1.0,1.0,0.0,0.0,0.480519,0.519481,0.0,77,37,0.480519,0.519481,0.480519,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,38,1.0,1.0,0.0,0.0,0.487179,0.512821,0.0,78,38,0.487179,0.512821,0.487179,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,39,1.0,1.0,0.0,0.0,0.493671,0.506329,0.0,79,39,0.493671,0.506329,0.493671,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,1.0,1.0,0.0,0.0,0.5,0.5,0.0,80,40,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,41,1.0,1.0,0.0,0.0,0.506173,0.493827,0.0,81,41,0.506173,0.493827,0.506173,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,42,1.0,1.0,0.0,0.0,0.512195,0.487805,0.0,82,42,0.512195,0.487805,0.512195,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,43,1.0,1.0,0.0,0.0,0.518072,0.481928,0.0,83,43,0.518072,0.481928,0.518072,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,44,1.0,1.0,0.0,0.0,0.52381,0.47619,0.0,84,44,0.52381,0.47619,0.52381,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,45,1.0,1.0,0.0,0.0,0.529412,0.470588,0.0,85,45,0.529412,0.470588,0.529412,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,46,1.0,1.0,0.0,0.0,0.534884,0.465116,0.0,86,46,0.534884,0.465116,0.534884,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,47,1.0,1.0,0.0,0.0,0.54023,0.45977,0.0,87,47,0.54023,0.45977,0.54023,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,48,1.0,1.0,0.0,0.0,0.545455,0.454545,0.0,88,48,0.545455,0.454545,0.545455,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,49,1.0,1.0,0.0,0.0,0.550562,0.449438,0.0,89,49,0.550562,0.449438,0.550562,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,50,1.0,1.0,0.0,0.0,0.555556,0.444444,0.0,90,50,0.555556,0.444444,0.444444,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,51,1.0,1.0,0.0,0.0,0.56044,0.43956,0.0,91,51,0.56044,0.43956,0.450549,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,52,1.0,1.0,0.0,0.0,0.565217,0.434783,0.0,92,52,0.565217,0.434783,0.456522,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,53,1.0,1.0,0.0,0.0,0.569892,0.430108,0.0,93,53,0.569892,0.430108,0.462366,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,54,1.0,1.0,0.0,0.0,0.574468,0.425532,0.0,94,54,0.574468,0.425532,0.468085,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,55,1.0,1.0,0.0,0.0,0.578947,0.421053,0.0,95,55,0.578947,0.421053,0.473684,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,56,1.0,1.0,0.0,0.0,0.583333,0.416667,0.0,96,56,0.583333,0.416667,0.479167,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,57,1.0,1.0,0.0,0.0,0.587629,0.412371,0.0,97,57,0.587629,0.412371,0.484536,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,58,1.0,1.0,0.0,0.0,0.591837,0.408163,0.0,98,58,0.591837,0.408163,0.489796,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,59,1.0,1.0,0.0,0.0,0.59596,0.40404,0.0,99,59,0.59596,0.40404,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,58,1.0,1.0,0.0,0.0,0.644444,0.355556,0.0,99,60,0.606061,0.393939,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,59,1.0,1.0,0.0,0.0,0.648352,0.351648,0.0,99,61,0.616162,0.383838,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,60,1.0,1.0,0.0,0.0,0.652174,0.347826,0.0,99,62,0.626263,0.373737,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,61,1.0,1.0,0.0,0.0,0.655914,0.344086,0.0,99,62,0.626263,0.373737,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,62,1.0,1.0,0.0,0.0,0.659574,0.340426,0.0,99,63,0.636364,0.363636,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,63,1.0,1.0,0.0,0.0,0.663158,0.336842,0.0,99,64,0.646465,0.353535,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,64,1.0,1.0,0.0,0.0,0.666667,0.333333,0.0,99,64,0.646465,0.353535,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,65,1.0,1.0,0.0,0.0,0.670103,0.329897,0.0,99,65,0.656566,0.343434,0.494949,0.0,1.0,1.0,0.0,0.0
0.0,tcp,other,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,66,1.0,1.0,0.0,0.0,0.673469,0.326531,0.0,99,66,0.666667,0.333333,0.494949,0.0,1.0,1.0,0.0,0.0
